,ELO cũ,,ELO cũ,Kết quả,ELO mới,ELO mới,Đã xử lý,,
Vinam,1653,hoanguyen,1323,1,1657.164802,1318.835198,TRUE,Thắng,
hoanguyen,1323,Singlez,1819,0,1321.258788,1820.741212,TRUE,Thua,
hoanguyen,1323,Singlez,1819,0,1321.258788,1820.741212,TRUE,Thua,
Afterall,1483,dailygao,1377,1,1494.264544,1365.735456,TRUE,Thắng,
Afterall,1483,dailygao,1377,0,1462.264544,1397.735456,TRUE,Thua,
Chairma,1359,Moon,1728,0,1355.583261,1731.416739,TRUE,Thua,
Chairma,1359,Moon,1728,0,1355.583261,1731.416739,TRUE,Thua,
dailygao,1377,Kephongluu,1348,1,1391.667594,1333.332406,TRUE,Thắng,
dailygao,1377,Kephongluu,1348,0,1359.667594,1365.332406,TRUE,Thua,
dailygao,1377,Kephongluu,1348,1,1391.667594,1333.332406,TRUE,Thắng,
Fervis,1671,Kephongluu,1348,1,1675.312969,1343.687031,TRUE,Thắng,
Fervis,1671,Kephongluu,1348,1,1675.312969,1343.687031,TRUE,Thắng,
Ichiban,1785,Kephongluu,1348,0,1755.392754,1377.607246,TRUE,Thua,
Ichiban,1785,Kephongluu,1348,1,1787.392754,1345.607246,TRUE,Thắng,
Ichiban,1785,Kephongluu,1348,1,1787.392754,1345.607246,TRUE,Thắng,
Ninh,1740,SieuTitMit,1431,1,1744.622654,1426.377346,TRUE,Thắng,
Ninh,1740,SieuTitMit,1431,1,1744.622654,1426.377346,TRUE,Thắng,
SieuTitMit,1431,tuanvu,1336,1,1442.730954,1324.269046,TRUE,Thắng,
SieuTitMit,1431,tuanvu,1336,1,1442.730954,1324.269046,TRUE,Thắng,
Ichiban,1785,TrieuVoi,1507,1,1790.374085,1501.625915,TRUE,Thắng,
Ichiban,1785,TrieuVoi,1507,1,1790.374085,1501.625915,TRUE,Thắng,
Prac800ic,1297,Moon,1728,0,1294.529651,1730.470349,TRUE,Thua,
Prac800ic,1297,Moon,1728,0,1294.529651,1730.470349,TRUE,Thua,
Prac800ic,1297,Kephongluu,1348,0,1283.331912,1361.668088,TRUE,Thua,
Prac800ic,1297,Kephongluu,1348,1,1315.331912,1329.668088,TRUE,Thắng,
Prac800ic,1297,Kephongluu,1348,0,1283.331912,1361.668088,TRUE,Thua,
Vinam,1653,dailygao,1377,1,1658.425763,1371.574237,TRUE,Thắng,
Vinam,1653,dailygao,1377,1,1658.425763,1371.574237,TRUE,Thắng,
Ninh,1740,Kephongluu,1348,1,1743.033197,1344.966803,TRUE,Thắng,
Ninh,1740,Kephongluu,1348,0,1711.033197,1376.966803,TRUE,Thua,
Ninh,1740,Kephongluu,1348,1,1743.033197,1344.966803,TRUE,Thắng,
osho,1788,LazyOldMan,1599,1,1796.064015,1590.935985,TRUE,Thắng,
osho,1788,LazyOldMan,1599,1,1796.064015,1590.935985,TRUE,Thắng,
LazyOldMan,1599,Singlez,1819,1,1623.964147,1794.035853,TRUE,Thắng,
LazyOldMan,1599,Singlez,1819,0,1591.964147,1826.035853,TRUE,Thua,
LazyOldMan,1599,Singlez,1819,0,1591.964147,1826.035853,TRUE,Thua,
Singlez,1819,Fervis,1671,1,1828.568723,1661.431277,TRUE,Thắng,
Singlez,1819,Fervis,1671,1,1828.568723,1661.431277,TRUE,Thắng,
Ninh,1740,Singlez,1819,0,1727.576656,1831.423344,TRUE,Thua,
Domi,1964,Moon,1728,1,1970.543363,1721.456637,TRUE,Thắng,
Domi,1964,Moon,1728,1,1970.543363,1721.456637,TRUE,Thắng,
tuanvu,1336,Kephongluu,1348,1,1352.552401,1331.447599,TRUE,Thắng,
tuanvu,1336,Kephongluu,1348,0,1320.552401,1363.447599,TRUE,Thua,
tuanvu,1336,Kephongluu,1348,1,1352.552401,1331.447599,TRUE,Thắng,
gobo2k,1332,Fervis,1671,0,1328.019317,1674.980683,TRUE,Thua,
gobo2k,1332,Fervis,1671,0,1328.019317,1674.980683,TRUE,Thua,
Prac800ic,1297,TriBui,1701,0,1294.151233,1703.848767,TRUE,Thua,
Prac800ic,1297,TriBui,1701,0,1294.151233,1703.848767,TRUE,Thua,
Ninh,1740,Metallica,1657,1,1752.248799,1644.751201,TRUE,Thắng,
Ninh,1740,Metallica,1657,1,1752.248799,1644.751201,TRUE,Thắng,
Afterall,1483,dailygao,1377,1,1494.264544,1365.735456,TRUE,Thắng,
Vinam,1653,NghiaDepTrai,1262,1,1656.049039,1258.950961,TRUE,Thắng,
Vinam,1653,NghiaDepTrai,1262,1,1656.049039,1258.950961,TRUE,Thắng,
NghiaDepTrai,1262,dailygao,1377,1,1283.110656,1355.889344,TRUE,Thắng,
NghiaDepTrai,1262,dailygao,1377,0,1251.110656,1387.889344,TRUE,Thua,
NghiaDepTrai,1262,dailygao,1377,0,1251.110656,1387.889344,TRUE,Thua,
Domi,1964,Wisdom,1407,1,1965.245679,1405.754321,TRUE,Thắng,
Domi,1964,Wisdom,1407,1,1965.245679,1405.754321,TRUE,Thắng,
Vinam,1653,Datmm09,1112,1,1654.360749,1110.639251,TRUE,Thắng,
Vinam,1653,Datmm09,1112,1,1654.360749,1110.639251,TRUE,Thắng,
Prac800ic,1297,dailygao,1377,0,1284.620378,1389.379622,TRUE,Thua,
Prac800ic,1297,dailygao,1377,0,1284.620378,1389.379622,TRUE,Thua,
Domi,1964,Ninh,1740,1,1970.910282,1733.089718,TRUE,Thắng,
Domi,1964,Ninh,1740,1,1970.910282,1733.089718,TRUE,Thắng,
Chairma,1359,Wisdom,1407,0,1345.196525,1420.803475,TRUE,Thua,
Chairma,1359,Wisdom,1407,0,1345.196525,1420.803475,TRUE,Thua,
Vinam,1653,Prac800ic,1297,1,1656.651938,1293.348062,TRUE,Thắng,
Vinam,1653,Prac800ic,1297,1,1656.651938,1293.348062,TRUE,Thắng,
Wisdom,1407,tuanvu,1336,1,1419.775096,1323.224904,TRUE,Thắng,
Wisdom,1407,tuanvu,1336,0,1387.775096,1355.224904,TRUE,Thua,
Wisdom,1407,tuanvu,1336,0,1387.775096,1355.224904,TRUE,Thua,
Kingtruong,1511,Moon,1728,0,1503.868899,1735.131101,TRUE,Thua,
Kingtruong,1511,Moon,1728,0,1503.868899,1735.131101,TRUE,Thua,
Kingtruong,1511,Kephongluu,1348,1,1519.999781,1339.000219,TRUE,Thắng,
Kingtruong,1511,Kephongluu,1348,0,1487.999781,1371.000219,TRUE,Thua,
Kingtruong,1511,Kephongluu,1348,1,1519.999781,1339.000219,TRUE,Thắng,
hoanguyen,1323,dailygao,1377,1,1341.466959,1358.533041,TRUE,Thắng,
hoanguyen,1323,dailygao,1377,0,1309.466959,1390.533041,TRUE,Thua,
hoanguyen,1323,dailygao,1377,0,1309.466959,1390.533041,TRUE,Thua,
Wisdom,1407,LichKing,1258,1,1416.530157,1248.469843,TRUE,Thắng,
Wisdom,1407,LichKing,1258,1,1416.530157,1248.469843,TRUE,Thắng,
hoanguyen,1323,LichKing,1258,1,1336.041081,1244.958919,TRUE,Thắng,
hoanguyen,1323,LichKing,1258,0,1304.041081,1276.958919,TRUE,Thua,
hoanguyen,1323,LichKing,1258,1,1336.041081,1244.958919,TRUE,Thắng,
Moon,1728,LichKing,1258,1,1730.004717,1255.995283,TRUE,Thắng,
Moon,1728,LichKing,1258,1,1730.004717,1255.995283,TRUE,Thắng,
SieuTitMit,1431,LichKing,1258,0,1407.632147,1281.367853,TRUE,Thua,
SieuTitMit,1431,LichKing,1258,1,1439.632147,1249.367853,TRUE,Thắng,
SieuTitMit,1431,LichKing,1258,1,1439.632147,1249.367853,TRUE,Thắng,
longnt,1548,hoanguyen,1323,1,1554.879144,1316.120856,TRUE,Thắng,
longnt,1548,hoanguyen,1323,1,1554.879144,1316.120856,TRUE,Thắng,
Vinam,1653,tuanvu,1336,1,1657.44349,1331.55651,TRUE,Thắng,
Vinam,1653,tuanvu,1336,1,1657.44349,1331.55651,TRUE,Thắng,
Kingtruong,1511,Datmm09,1112,1,1513.924351,1109.075649,TRUE,Thắng,
Kingtruong,1511,Datmm09,1112,1,1513.924351,1109.075649,TRUE,Thắng,
gobo2k,1332,Kingtruong,1511,0,1323.583832,1519.416168,TRUE,Thua,
gobo2k,1332,Kingtruong,1511,0,1323.583832,1519.416168,TRUE,Thua,
TrieuVoi,1507,dailygao,1377,1,1517.277859,1366.722141,TRUE,Thắng,
TrieuVoi,1507,dailygao,1377,1,1517.277859,1366.722141,TRUE,Thắng,
Prac800ic,1297,SieuTitMit,1431,1,1318.882122,1409.117878,TRUE,Thắng,
Prac800ic,1297,SieuTitMit,1431,0,1286.882122,1441.117878,TRUE,Thua,
Prac800ic,1297,SieuTitMit,1431,0,1286.882122,1441.117878,TRUE,Thua,
Ninh,1740,Datmm09,1112,1,1740.838717,1111.161283,TRUE,Thắng,
Ninh,1740,Datmm09,1112,1,1740.838717,1111.161283,TRUE,Thắng,
SieuTitMit,1431,Datmm09,1112,1,1435.399619,1107.600381,TRUE,Thắng,
SieuTitMit,1431,Datmm09,1112,1,1435.399619,1107.600381,TRUE,Thắng,
TrieuVoi,1507,Datmm09,1112,1,1509.986111,1109.013889,TRUE,Thắng,
TrieuVoi,1507,Datmm09,1112,1,1509.986111,1109.013889,TRUE,Thắng,
Singlez,1819,Datmm09,1112,1,1819.537396,1111.462604,TRUE,Thắng,
Singlez,1819,Datmm09,1112,1,1819.537396,1111.462604,TRUE,Thắng,
LazyOldMan,1599,Fervis,1671,1,1618.269059,1651.730941,TRUE,Thắng,
LazyOldMan,1599,Fervis,1671,0,1586.269059,1683.730941,TRUE,Thua,
LazyOldMan,1599,Fervis,1671,0,1586.269059,1683.730941,TRUE,Thua,
LazyOldMan,1599,Ninh,1740,0,1589.158829,1749.841171,TRUE,Thua,
gobo2k,1332,Prac800ic,1297,0,1314.393621,1314.606379,TRUE,Thua,
gobo2k,1332,Prac800ic,1297,0,1314.393621,1314.606379,TRUE,Thua,
Singlez,1819,Afterall,1483,1,1823.041267,1478.958733,TRUE,Thắng,
Singlez,1819,Afterall,1483,1,1823.041267,1478.958733,TRUE,Thắng,
Prac800ic,1297,Truongbaorong,1461,0,1288.037408,1469.962592,TRUE,Thua,
Prac800ic,1297,Truongbaorong,1461,0,1288.037408,1469.962592,TRUE,Thua,
Kingtruong,1511,Afterall,1483,1,1525.713337,1468.286663,TRUE,Thắng,
Kingtruong,1511,Afterall,1483,1,1525.713337,1468.286663,TRUE,Thắng,
NghiaDepTrai,1262,Prac800ic,1297,0,1247.606379,1311.393621,TRUE,Thua,
NghiaDepTrai,1262,Prac800ic,1297,0,1247.606379,1311.393621,TRUE,Thua,
hoanguyen,1323,Afterall,1483,1,1345.888088,1460.111912,TRUE,Thắng,
hoanguyen,1323,Afterall,1483,1,1345.888088,1460.111912,TRUE,Thắng,
hoanguyen,1323,Ninh,1740,0,1320.339559,1742.660441,TRUE,Thua,
hoanguyen,1323,Ninh,1740,0,1320.339559,1742.660441,TRUE,Thua,
osho,1788,gobo2k,1332,1,1790.161601,1329.838399,TRUE,Thắng,
longnt,1548,LazyOldMan,1599,0,1534.331912,1612.668088,TRUE,Thua,
longnt,1548,LazyOldMan,1599,0,1534.331912,1612.668088,TRUE,Thua,
LazyOldMan,1599,Ninh,1740,0,1589.158829,1749.841171,TRUE,Thua,
osho,1788,gobo2k,1332,1,1790.161601,1329.838399,TRUE,Thắng,
Ninh,1740,TrieuVoi,1507,1,1746.633716,1500.366284,TRUE,Thắng,
Ninh,1740,TrieuVoi,1507,0,1714.633716,1532.366284,TRUE,Thua,
Ninh,1740,TrieuVoi,1507,1,1746.633716,1500.366284,TRUE,Thắng,
LazyOldMan,1599,hoanguyen,1323,1,1604.425763,1317.574237,TRUE,Thắng,
LazyOldMan,1599,hoanguyen,1323,1,1604.425763,1317.574237,TRUE,Thắng,
TrieuVoi,1507,Truongbaorong,1461,1,1520.893914,1447.106086,TRUE,Thắng,
TrieuVoi,1507,Truongbaorong,1461,1,1520.893914,1447.106086,TRUE,Thắng,
gobo2k,1332,hoanguyen,1323,0,1315.585627,1339.414373,TRUE,Thua,
gobo2k,1332,hoanguyen,1323,1,1347.585627,1307.414373,TRUE,Thắng,
gobo2k,1332,hoanguyen,1323,1,1347.585627,1307.414373,TRUE,Thắng,
NghiaDepTrai,1262,Kingtruong,1511,0,1255.837574,1517.162426,TRUE,Thua,
NghiaDepTrai,1262,Kingtruong,1511,0,1255.837574,1517.162426,TRUE,Thua,
Ninh,1740,Kingtruong,1511,1,1746.755614,1504.244386,TRUE,Thắng,
Ninh,1740,Kingtruong,1511,1,1746.755614,1504.244386,TRUE,Thắng,
gobo2k,1332,LichKing,1258,0,1312.642787,1277.357213,TRUE,Thua,
gobo2k,1332,LichKing,1258,1,1344.642787,1245.357213,TRUE,Thắng,
gobo2k,1332,LichKing,1258,1,1344.642787,1245.357213,TRUE,Thắng,
LazyOldMan,1599,Metallica,1657,0,1585.64646,1670.35354,TRUE,Thua,
LazyOldMan,1599,Metallica,1657,1,1617.64646,1638.35354,TRUE,Thắng,
LazyOldMan,1599,Metallica,1657,0,1585.64646,1670.35354,TRUE,Thua,
SieuTitMit,1431,Afterall,1483,1,1449.376967,1464.623033,TRUE,Thắng,
SieuTitMit,1431,Afterall,1483,1,1449.376967,1464.623033,TRUE,Thắng,
LazyOldMan,1599,Kingtruong,1511,1,1611.031944,1498.968056,TRUE,Thắng,
LazyOldMan,1599,Kingtruong,1511,0,1579.031944,1530.968056,TRUE,Thua,
LazyOldMan,1599,Kingtruong,1511,1,1611.031944,1498.968056,TRUE,Thắng,
LazyOldMan,1599,TrieuVoi,1507,1,1610.859566,1495.140434,TRUE,Thắng,
LazyOldMan,1599,TrieuVoi,1507,1,1610.859566,1495.140434,TRUE,Thắng,
LazyOldMan,1599,Afterall,1483,0,1577.848029,1504.151971,TRUE,Thua,
,#N/A,,#N/A,0.5,#N/A,#N/A,,,
